,School,Age ,"Si oui, qui nettoie les salles de classe?/eleves","Si oui, qui nettoie les salles de classe?/personnel de soutien","Si oui, qui nettoie les salles de classe?/Autres",Quelle est l'usage fait de cette eau?/eau de boisson ,Quelle est l'usage fait de cette eau?/lavage des mains,Quelle est l'usage fait de cette eau?/nettoyage ,Quelle est l'usage fait de cette eau?/autres,"Comment est-ce que vous traitez l’eau ? /Hypochlorite de sodium (chlore liquide, eau de javel)","Comment est-ce que vous traitez l’eau ? /Hypochlorite de calcium (HTH, chlore en poudre)",Comment est-ce que vous traitez l’eau ? /Aquatab,Comment est-ce que vous traitez l’eau ? /Filtre céramique,Comment est-ce que vous traitez l’eau ? /Filtrage avec torchon,Comment est-ce que vous traitez l’eau ? /Floculant,Comment est-ce que vous traitez l’eau ? /SODIS,Comment est-ce que vous traitez l’eau ? /Autres,Comment l’eau est-elle stockée ?/Gallon,Comment l’eau est-elle stockée ?/Seau avec robinet,Comment l’eau est-elle stockée ?/Seau avec louche ou petit gobelet,Comment l’eau est-elle stockée ?/citerne / Réservoir,Comment l’eau est-elle stockée ?/Autre,"Si non, pourquoi?","Si non, pourquoi?/Infrastructure/porte endommagée","Si non, pourquoi?/Pas de serrure/serrure non fonctionnelle","Si non, pourquoi?/Autre","Si oui, lesquelles?/Lavage des mains ","Si oui, lesquelles?/Hygiène corporelle","Si oui, lesquelles?/Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.)","Si oui, lesquelles?/Stockage sur/sécurisé d’eau (du point de vue hygiène) ; ","Si oui, lesquelles?/Nettoyage des récipients de stockage d’eau","Si oui, lesquelles?/Lavage des fruits  ","Si oui, lesquelles?/Bien cuire et conserver les aliments","Si oui, lesquelles?/Utilisation de latrine pour la défécation","Si oui, lesquelles?/Autre","Si autre, precisez","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Lavage des mains ","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Hygiène corporelle","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.)","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Stockage sur/sécurisé d’eau (du point de vue hygiène) ; ","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Nettoyage des récipients de stockage d’eau","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Lavage des fruits  ","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Bien cuire et conserver les aliments","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Utilisation de latrine pour la défécation","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Autre","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /après être aller aux toilettes","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /après s’être occuper d’un enfant qui a déféqué","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /avant de préparer la nourriture","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /avant de nourrir un enfant","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /avant de manger","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /autre 1","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /autre 2","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /je ne sais pas","si autre 1, spécifier","si autre 2, spécifier","Quel type d’équipement est disponible pour le lavage des mains? /Station lavage des mains standardisée (robinet, château d’eau, etc.) ",Quel type d’équipement est disponible pour le lavage des mains? /Seau ou bassine,Quel type d’équipement est disponible pour le lavage des mains? /Dispositif de versement artisanal (ex : tippy tap),Quel type d’équipement est disponible pour le lavage des mains? /Seau à robinet  ,Quelles étaient vos principales raisons d'insatisfaction?/Absence d’eau,Quelles étaient vos principales raisons d'insatisfaction?/Absence de service d’assainissement,Quelles étaient vos principales raisons d'insatisfaction?/Pas de promotion à l’hygiène,Quelles étaient vos principales raisons d'insatisfaction?/L’eau n’est pas traitée,Quelles étaient vos principales raisons d'insatisfaction?/Les infrastructures d’eau sont en mauvais état,Quelles étaient vos principales raisons d'insatisfaction?/Mauvaise organisation de la distribution d’eau,Quelles étaient vos principales raisons d'insatisfaction?/Mauvaise gestion de déchets ,Quelles étaient vos principales raisons d'insatisfaction?/Autre,"Si autre, specifier",Sex,Position,The school has students with disabilities/special needs?,Receive conscent,Local Partner,What is the classrooms state generally?,Are the classrooms cleaned regularly?,Who clean the classrooms,How often are the classrooms cleaned?,Is water available at school?,What is the main source of drinking water for domestic use for the school?,Does the school pay a fee for water?,How is water used in the school?,Is the water treated?,How do you treat the water?,How is water stored?,Are storage containers regularly maintained?,Are there toilets/latrines in the school?,Are latrines/toilets separated by gender?,Do these latrines provide enough privacy for students and school teachers?,Cleanliness of latrines at the time of the survey,Are there trash cans in the classrooms?,Are there trash cans in the playground?,Do you usually use trash cans to throw away your rubbish?,Do you know the basic principles of good hygiene practice?,What are the basic principles of good hygiene do you know?,Do you promote hygiene in your community?,What hygiene principles do you promote in your community?,How often do you wash your hands with soap and water?,"In the past 24 hours, on what occasions did you wash your hands with soap and water?",Is there a place equipped to wash hands at school?,What type of equipment is available for hand washing?,Is water available for washing hands?,Is soap available for washing hands?,Are there hygiene classes for students at school?,"How satisfied you are with the way key community actors are responding to your water supply, sanitation and hygiene needs and decision-making processes.",What were your main reasons for dissatisfaction?
0,Ecole Nationale de Perigny,19,0.0,1.0,0.0,1,1,1,0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Female,Student,,Yes,AHAAMES,Clean,Yes,Support Staff,Once a week,Yes,,,Drinking Hand washing Cleaning,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,Hand washing Body cleaning Fruit washing,Yes,Hand washing Body cleaning,Sometimes,before eating,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
1,Ecole Nationale de Perigny,14,1.0,1.0,0.0,1,1,1,1,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Female,Student,,Yes,AHAAMES,Clean,Yes,Students Support Staff,Every day,Yes,,,Drinking Hand washing Other Cleaning,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,Hand washing Body cleaning,Yes,Hand washing Body cleaning Use of latrine for defecation,Sometimes,after going to the toilet,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
2,Ecole Nationale de Perigny,15,0.0,1.0,0.0,1,1,1,0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Female,Student,,Yes,AHAAMES,Clean,Yes,Support Staff,At least twice a week,Yes,,,Drinking Hand washing Cleaning,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,"Hand washing Body cleaning Water treatment (boiling, filtering, purification tablets, etc.) Use of latrine for defecation",Yes,Body cleaning Hand washing Cook and store food properly Use of latrine for defecation,Sometimes,after going to the toilet before eating,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
3,Ecole Nationale de Perigny,48,1.0,1.0,1.0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Male,prefect of disciplines,,Yes,AHAAMES,Clean,Yes,Support Staff Students Others,Every day,Yes,,,Drinking Hand washing Cleaning,Yes,Aquatab Other,Gallon Bucket with tap Cistern / Reservoir,Yes,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,Hand washing Body cleaning Fruit washing Cook and store food properly Use of latrine for defecation,Yes,"Hand washing Body cleaning Use of latrine for defecation Cleaning water storage containers Water treatment (boiling, filtering, purification tablets, etc.)",Often,after going to the toilet before eating,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
4,Ecole Nationale de Perigny,19,0.0,1.0,0.0,1,1,1,0,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Female,Student,,Yes,AHAAMES,Clean,Yes,Support Staff,Once a week,Yes,,,Drinking Hand washing Cleaning,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,"Hand washing Water treatment (boiling, filtering, purification tablets, etc.) Use of latrine for defecation",Yes,Hand washing Body cleaning,Rarely,after going to the toilet before eating before feeding a child,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
5,Ecole Nationale de Perigny,12,1.0,0.0,0.0,1,1,0,0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Male,Student,,Yes,AHAAMES,Clean,Yes,Students,Every day,Yes,,,Drinking Hand washing,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,Hand washing Body cleaning,Yes,Hand washing,Rarely,after going to the toilet before preparing food,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
6,Ecole Nationale de Perigny,17,1.0,1.0,0.0,1,1,1,0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Female,Student,,Yes,AHAAMES,Clean,Yes,Students Support Staff,Every day,Yes,,,Drinking Hand washing Cleaning,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,Hand washing Body cleaning,Yes,Hand washing Body cleaning,Sometimes,after going to the toilet after caring for a child who has defecated,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
7,Ecole Nationale de Perigny,18,1.0,1.0,0.0,1,1,1,0,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Male,Student,,Yes,AHAAMES,Clean,Yes,Students Support Staff,Every day,Yes,,,Drinking Hand washing Cleaning,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,"Body cleaning Water treatment (boiling, filtering, purification tablets, etc.) Use of latrine for defecation",Yes,Hand washing Body cleaning,Sometimes,after going to the toilet,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
8,Ecole Nationale de Perigny,8,1.0,1.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Male,Student,,Yes,AHAAMES,Clean,Yes,Students Support Staff,Every day,Yes,,,Drinking,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,Body cleaning,Yes,Hand washing Body cleaning,Sometimes,after going to the toilet,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,Yes,Very satisfied,
9,Ecole Nationale de Perigny,9,,,,1,1,0,0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,Female,Student,,Yes,AHAAMES,Clean,Don't know,,,Yes,,,Drinking Hand washing,,,,,Yes,Yes,Yes,Clean latrines,Yes,Yes,Yes,Yes,Hand washing,Yes,Hand washing Body cleaning,Sometimes,after going to the toilet,Yes,"Standardized hand washing station (tap, water tower, etc.)",Yes,Yes,No,Somewhat satisfied,
