start,end," Bonjour/Bonsoir, je suis (veuillez mentionner votre nom complet) un enquêteur ayant pour responsabilité de collecter des informations concernant le domaine de l’eau, l’hygiène, assainissement, dans le cadre d’un projet de NCA. Ces informations nous permettrons d’avoir une idée sur les Connaissances, Attitude et Pratiques dans ces domaines au niveau des ecoles. Je compte beaucoup sur votre compréhension et collaboration pour le bon déroulement de cette enquête, cela ne prendra quelques minutes de votre temps.",Consentement donné ,"Dans la négative, essayez de comprendre pourquoi le répondant n’est pas disponible. S’il s’agit d’un problème d’horaire, demandez a le faire dans une autre tranche d'heure et rendez-lui visite.",Enqueteur,Partenaire Local ,AHAAMES,FNGA,Sexe du répondant ,Age ,Choisir ce que represente la personne dans l'ecole,Est ce qu'il y a des élèves à mobilité réduite / à besoins spéciaux ?,"Si oui, combien?",Quel est l'etat des salles de classe generalement,Les salles de classe sont-elles nettoyées régulièrement ?,"Si oui, qui nettoie les salles de classe?","Si oui, qui nettoie les salles de classe?/eleves","Si oui, qui nettoie les salles de classe?/personnel de soutien","Si oui, qui nettoie les salles de classe?/Autres","Si oui, a quelle fréquence les salles de classes sont-elles nettoyées ?  ",Est-ce que de l'eau est disponible à l’école ? ,Quelle est la source principale d’eau potable à usage domestique pour l’école? ,Est-ce que l’école paye une cotisation pour avoir de l’eau ? ,Quelle est l'usage fait de cette eau?,Quelle est l'usage fait de cette eau?/eau de boisson ,Quelle est l'usage fait de cette eau?/lavage des mains,Quelle est l'usage fait de cette eau?/nettoyage ,Quelle est l'usage fait de cette eau?/autres,Est-ce que l’eau est traitée ? ,Comment est-ce que vous traitez l’eau ? ,"Comment est-ce que vous traitez l’eau ? /Hypochlorite de sodium (chlore liquide, eau de javel)","Comment est-ce que vous traitez l’eau ? /Hypochlorite de calcium (HTH, chlore en poudre)",Comment est-ce que vous traitez l’eau ? /Aquatab,Comment est-ce que vous traitez l’eau ? /Filtre céramique,Comment est-ce que vous traitez l’eau ? /Filtrage avec torchon,Comment est-ce que vous traitez l’eau ? /Floculant,Comment est-ce que vous traitez l’eau ? /SODIS,Comment est-ce que vous traitez l’eau ? /Autres,Comment l’eau est-elle stockée ?,Comment l’eau est-elle stockée ?/Gallon,Comment l’eau est-elle stockée ?/Seau avec robinet,Comment l’eau est-elle stockée ?/Seau avec louche ou petit gobelet,Comment l’eau est-elle stockée ?/citerne / Réservoir,Comment l’eau est-elle stockée ?/Autre,Est-ce que l’entretien des récipients de stockage se fait régulièrement ? ,Il y-a-t-il des toilettes/latrines dans l’école ?  ,Est-ce que les latrines/toilettes sont separées par sexe?  ,Ces latrines offrent-elles suffisamment d’intimité pour les élèves et les professeurs de l’école ?,"Si non, pourquoi?","Si non, pourquoi?/Infrastructure/porte endommagée","Si non, pourquoi?/Pas de serrure/serrure non fonctionnelle","Si non, pourquoi?/Autre",Etat de propreté des latrines  au moment de l’enquête ,Il y-a-t-il  des poubelles dans les salles de classe ?,Il y a-t-il des poubelles dans la cours de récréation ?,"Si oui, utilisez vous generalement les poubelles pour jeter vos dechets?",Connaissez-vous les principes de base de bonne pratique d'hygiène ?,"Si oui, lesquelles?","Si oui, lesquelles?/Lavage des mains ","Si oui, lesquelles?/Hygiène corporelle","Si oui, lesquelles?/Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.)","Si oui, lesquelles?/Stockage sur/sécurisé d’eau (du point de vue hygiène) ; ","Si oui, lesquelles?/Nettoyage des récipients de stockage d’eau","Si oui, lesquelles?/Lavage des fruits  ","Si oui, lesquelles?/Bien cuire et conserver les aliments","Si oui, lesquelles?/Utilisation de latrine pour la défécation","Si oui, lesquelles?/Autre","Si autre, precisez",Faites-vous la promotion d’hygiène dans votre communauté ? ,"Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Lavage des mains ","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Hygiène corporelle","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.)","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Stockage sur/sécurisé d’eau (du point de vue hygiène) ; ","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Nettoyage des récipients de stockage d’eau","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Lavage des fruits  ","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Bien cuire et conserver les aliments","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Utilisation de latrine pour la défécation","Si oui, sur quoi faites-vous la promotion d’hygiène dans votre communauté ?/Autre",A quelle fréquence vous vous lavez les mains avec de l'eau et du savon?,"Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) ","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /après être aller aux toilettes","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /après s’être occuper d’un enfant qui a déféqué","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /avant de préparer la nourriture","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /avant de nourrir un enfant","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /avant de manger","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /autre 1","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /autre 2","Au cours des dernières 24 heures, à quelles occasions vous êtes-vous lavé les mains avec de l’eau et du savon? Veuillez mentionner tous les moments dont vous vous souvenez. (NOTES : Ne lisez pas les réponses prédéfinies) /je ne sais pas","si autre 1, spécifier","si autre 2, spécifier",Il-y-a-t-il un lieu équipé pour se laver les mains à l’école?,Quel type d’équipement est disponible pour le lavage des mains? ,"Quel type d’équipement est disponible pour le lavage des mains? /Station lavage des mains standardisée (robinet, château d’eau, etc.) ",Quel type d’équipement est disponible pour le lavage des mains? /Seau ou bassine,Quel type d’équipement est disponible pour le lavage des mains? /Dispositif de versement artisanal (ex : tippy tap),Quel type d’équipement est disponible pour le lavage des mains? /Seau à robinet  ,Est-ce que de l'eau est disponible pour se laver les mains? ,Est-ce que du savon est disponible pour se laver les mains? ,Est-ce que il y a des cours d’hygiène pour les élèves a l'ecole?,"J’aimerais comprendre dans quelle mesure vous êtes satisfait de la façon dont les acteurs clés de la communauté répondent à vos besoins en matière d’approvisionnement en eau, d’assainissement et d’hygiène et de processus de prise de décision.",Quelles étaient vos principales raisons d'insatisfaction?,Quelles étaient vos principales raisons d'insatisfaction?/Absence d’eau,Quelles étaient vos principales raisons d'insatisfaction?/Absence de service d’assainissement,Quelles étaient vos principales raisons d'insatisfaction?/Pas de promotion à l’hygiène,Quelles étaient vos principales raisons d'insatisfaction?/L’eau n’est pas traitée,Quelles étaient vos principales raisons d'insatisfaction?/Les infrastructures d’eau sont en mauvais état,Quelles étaient vos principales raisons d'insatisfaction?/Mauvaise organisation de la distribution d’eau,Quelles étaient vos principales raisons d'insatisfaction?/Mauvaise gestion de déchets ,Quelles étaient vos principales raisons d'insatisfaction?/Autre,"Si autre, specifier",MERCI pour ton temps. Au revoir!,Record your current location,_Record your current location_latitude,_Record your current location_longitude,_Record your current location_altitude,_Record your current location_precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,_tags,_index
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Féminin,19,eleve,,,propre, oui ,personnel de soutien,0,1,0,1 fois par semaine,oui ,,,eau de boisson  lavage des mains nettoyage ,1,1,1,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,Lavage des mains  Hygiène corporelle Lavage des fruits  ,1,1,0,0,0,1,0,0,0,,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,parfois,avant de manger,0,0,0,0,1,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713515,aea60180-ae21-48ad-bb7c-8bea85102d81,2021-10-29,,,submitted_via_web,,,1
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Féminin,14,eleve,,,propre, oui ,eleves personnel de soutien,1,1,0,chaque jour,oui ,,,eau de boisson  lavage des mains autres nettoyage ,1,1,1,1,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,,oui ,Lavage des mains  Hygiène corporelle Utilisation de latrine pour la défécation,1,1,0,0,0,0,0,1,0,parfois,après être aller aux toilettes,1,0,0,0,0,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713518,81eb7c6c-f8b4-4f0b-802e-b1806b014601,2021-10-29,,,submitted_via_web,,,2
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Féminin,15,eleve,,,propre, oui ,personnel de soutien,0,1,0,au moins deux fois par semaine,oui ,,,eau de boisson  lavage des mains nettoyage ,1,1,1,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,"Lavage des mains  Hygiène corporelle Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.) Utilisation de latrine pour la défécation",1,1,1,0,0,0,0,1,0,,oui ,Hygiène corporelle Lavage des mains  Bien cuire et conserver les aliments Utilisation de latrine pour la défécation,1,1,0,0,0,0,1,1,0,parfois,après être aller aux toilettes avant de manger,1,0,0,0,1,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713519,bbc6337d-2001-4f67-8949-b87fb26b3d04,2021-10-29,,,submitted_via_web,,,3
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Masculin,48,professeur / Censeur,,,propre, oui ,personnel de soutien eleves Autres,1,1,1,chaque jour,oui ,,,eau de boisson  lavage des mains nettoyage ,1,1,1,0,oui ,Aquatab Autres,0,0,1,0,0,0,0,1,Gallon Seau avec robinet citerne / Réservoir,1,1,0,1,0,oui ,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,Lavage des mains  Hygiène corporelle Lavage des fruits   Bien cuire et conserver les aliments Utilisation de latrine pour la défécation,1,1,0,0,0,1,1,1,0,,oui ,"Lavage des mains  Hygiène corporelle Utilisation de latrine pour la défécation Nettoyage des récipients de stockage d’eau Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.)",1,1,1,0,1,0,0,1,0,souvent,après être aller aux toilettes avant de manger,1,0,0,0,1,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713520,eece9225-3613-4c2d-a8c1-fc1b53426ec4,2021-10-29,,,submitted_via_web,,,4
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Féminin,19,eleve,,,propre, oui ,personnel de soutien,0,1,0,1 fois par semaine,oui ,,,eau de boisson  lavage des mains nettoyage ,1,1,1,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,"Lavage des mains  Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.) Utilisation de latrine pour la défécation",1,0,1,0,0,0,0,1,0,,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,rarement,après être aller aux toilettes avant de manger avant de nourrir un enfant,1,0,0,1,1,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713522,1be01175-e3c9-4c46-8c79-e6e5ad9a4c70,2021-10-29,,,submitted_via_web,,,5
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Masculin,12,eleve,,,propre, oui ,eleves,1,0,0,chaque jour,oui ,,,eau de boisson  lavage des mains,1,1,0,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,,oui ,Lavage des mains ,1,0,0,0,0,0,0,0,0,rarement,après être aller aux toilettes avant de préparer la nourriture,1,0,1,0,0,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713524,64359746-6b03-4c76-b05d-b7aec51caf8b,2021-10-29,,,submitted_via_web,,,6
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Féminin,17,eleve,,,propre, oui ,eleves personnel de soutien,1,1,0,chaque jour,oui ,,,eau de boisson  lavage des mains nettoyage ,1,1,1,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,parfois,après être aller aux toilettes après s’être occuper d’un enfant qui a déféqué,1,1,0,0,0,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713526,1d8a6b33-bb51-4cac-9b3a-2342eb005799,2021-10-29,,,submitted_via_web,,,7
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Masculin,18,eleve,,,propre, oui ,eleves personnel de soutien,1,1,0,chaque jour,oui ,,,eau de boisson  lavage des mains nettoyage ,1,1,1,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,"Hygiène corporelle Traitement de l’eau (bouillir, filtrer, tablets de purification, etc.) Utilisation de latrine pour la défécation",0,1,1,0,0,0,0,1,0,,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,parfois,après être aller aux toilettes,1,0,0,0,0,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713531,483f9410-b0a8-451f-a413-5b31893b041f,2021-10-29,,,submitted_via_web,,,8
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Masculin,8,eleve,,,propre, oui ,eleves personnel de soutien,1,1,0,chaque jour,oui ,,,eau de boisson ,1,0,0,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,Hygiène corporelle,0,1,0,0,0,0,0,0,0,,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,parfois,après être aller aux toilettes,1,0,0,0,0,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,a. oui ,très satisfait,,,,,,,,,,,,,,,,,227713535,8836440e-a2a9-442a-b2ee-84c65720e841,2021-10-29,,,submitted_via_web,,,9
2021-10-29,2021-10-29,,oui ,,Magdala,AHAAMES,Ecole Nationale de Perigny,,Féminin,9,eleve,,,propre,ne sait pas,,,,,,oui ,,,eau de boisson  lavage des mains,1,1,0,0,,,,,,,,,,,,,,,,,,oui ,oui ,oui ,,,,,Latrines propres,oui ,oui ,oui ,oui ,Lavage des mains ,1,0,0,0,0,0,0,0,0,,oui ,Lavage des mains  Hygiène corporelle,1,1,0,0,0,0,0,0,0,parfois,après être aller aux toilettes,1,0,0,0,0,0,0,0,,,oui ,"Station lavage des mains standardisée (robinet, château d’eau, etc.) ",1,0,0,0,oui ,oui ,b. non ,assez satisfait,,,,,,,,,,,,,,,,,227713542,2de88472-5593-43af-ae8d-1ca9d618dc25,2021-10-29,,,submitted_via_web,,,10
